1925,1.503,Kazakhstan
1926,2.015,Kazakhstan
1927,1.637,Kazakhstan
1928,0.965,Kazakhstan
1929,0.828,Kazakhstan
1930,0.574,Kazakhstan
1931,0.859,Kazakhstan
1932,0.461,Kazakhstan
1933,2.499,Kazakhstan
1934,0.802,Kazakhstan
1935,0.08,Kazakhstan
1936,0.945,Kazakhstan
1937,0.808,Kazakhstan
1938,-0.209,Kazakhstan
1939,1.314,Kazakhstan
1940,1.846,Kazakhstan
1941,2.097,Kazakhstan
1942,2.018,Kazakhstan
1943,1.745,Kazakhstan
1944,1.25,Kazakhstan
1945,1.309,Kazakhstan
1946,1.228,Kazakhstan
1947,1.401,Kazakhstan
1948,1.19,Kazakhstan
1949,2.203,Kazakhstan
1950,1.041,Kazakhstan
1951,0.584,Kazakhstan
1952,2.033,Kazakhstan
1953,0.212,Kazakhstan
1954,2.508,Kazakhstan
1955,-0.645,Kazakhstan
1956,2.19,Kazakhstan
1957,1.007,Kazakhstan
1958,1.386,Kazakhstan
1959,0.987,Kazakhstan
1960,0.711,Kazakhstan
1961,-0.137,Kazakhstan
1962,1.909,Kazakhstan
1963,2.784,Kazakhstan
1964,3.238,Kazakhstan
1965,1.556,Kazakhstan
1966,2.297,Kazakhstan
1967,0.535,Kazakhstan
1968,1.523,Kazakhstan
1969,1.311,Kazakhstan
1970,-0.989,Kazakhstan
1971,1.46,Kazakhstan
1972,2.383,Kazakhstan
1973,1.043,Kazakhstan
1974,2.698,Kazakhstan
1975,0.812,Kazakhstan
1976,1.921,Kazakhstan
1977,0.551,Kazakhstan
1978,2.119,Kazakhstan
1979,2.917,Kazakhstan
1980,1.76,Kazakhstan
1981,1.843,Kazakhstan
1982,2.482,Kazakhstan
1983,3.319,Kazakhstan
1984,3.804,Kazakhstan
1985,0.071,Kazakhstan
1986,1.039,Kazakhstan
1987,1.705,Kazakhstan
1988,1.815,Kazakhstan
1989,2.109,Kazakhstan
1990,2.934,Kazakhstan
1991,3.106,Kazakhstan
1992,2.685,Kazakhstan
1993,2.635,Kazakhstan
1994,1.282,Kazakhstan
1995,2.762,Kazakhstan
1996,3.245,Kazakhstan
1997,1.084,Kazakhstan
1998,4.035,Kazakhstan
1999,2.285,Kazakhstan
2000,3.007,Kazakhstan
2001,2.469,Kazakhstan
2002,2.758,Kazakhstan
2003,4.165,Kazakhstan
2004,2.494,Kazakhstan
2005,2.972,Kazakhstan
2006,2.357,Kazakhstan
2007,3.0,Kazakhstan
2008,3.943,Kazakhstan
2009,3.218,Kazakhstan
2010,1.844,Kazakhstan
2011,0.813,Kazakhstan
2012,1.784,Kazakhstan
2013,1.372,Kazakhstan
1820,4.596,China
1821,4.332,China
1822,5.676,China
1823,5.666,China
1824,5.071,China
1825,6.117,China
1826,5.857,China
1827,5.769,China
1828,6.355,China
1829,5.514,China
1830,5.357,China
1831,6.016,China
1832,4.681,China
1833,4.762,China
1834,5.231,China
1835,5.62,China
1836,4.909,China
1837,5.314,China
1838,5.07,China
1839,4.647,China
1840,4.343,China
1841,5.053,China
1842,4.443,China
1843,6.017,China
1844,6.194,China
1845,5.366,China
1846,5.376,China
1847,5.983,China
1848,5.573,China
1849,5.052,China
1850,5.391,China
1851,5.188,China
1852,5.043,China
1853,5.347,China
1854,4.828,China
1855,5.839,China
1856,6.045,China
1857,5.733,China
1858,5.168,China
1859,6.098,China
1860,6.437,China
1861,4.508,China
1862,5.397,China
1863,4.526,China
1864,6.263,China
1865,4.914,China
1866,5.526,China
1867,5.863,China
1868,6.731,China
1869,5.597,China
1870,5.36,China
1871,5.324,China
1872,5.726,China
1873,5.089,China
1874,6.259,China
1875,6.512,China
1876,6.02,China
1877,5.363,China
1878,5.381,China
1879,5.739,China
1880,6.241,China
1881,6.244,China
1882,5.816,China
1883,5.395,China
1884,5.1,China
1885,5.454,China
1886,5.71,China
1887,5.154,China
1888,5.795,China
1889,6.467,China
1890,5.248,China
1891,5.284,China
1892,5.304,China
1893,5.255,China
1894,6.238,China
1895,5.602,China
1896,5.514,China
1897,5.849,China
1898,4.866,China
1899,5.001,China
1900,6.014,China
1901,5.613,China
1902,5.966,China
1903,6.104,China
1904,4.502,China
1905,5.688,China
1906,4.494,China
1907,5.389,China
1908,5.421,China
1909,5.436,China
1910,5.829,China
1911,5.284,China
1912,6.214,China
1913,5.442,China
1914,5.901,China
1915,6.368,China
1916,6.398,China
1917,5.929,China
1918,5.81,China
1919,5.677,China
1920,5.657,China
1921,5.537,China
1922,5.648,China
1923,6.354,China
1924,6.151,China
1925,6.142,China
1926,6.173,China
1927,6.137,China
1928,5.96,China
1929,5.719,China
1930,5.288,China
1931,5.391,China
1932,5.168,China
1933,6.416,China
1934,5.834,China
1935,4.948,China
1936,5.288,China
1937,5.064,China
1938,5.013,China
1939,5.894,China
1940,6.304,China
1941,6.621,China
1942,7.275,China
1943,5.953,China
1944,6.424,China
1945,5.558,China
1946,6.646,China
1947,5.903,China
1948,6.288,China
1949,6.544,China
1950,6.068,China
1951,5.525,China
1952,6.118,China
1953,4.941,China
1954,6.401,China
1955,4.486,China
1956,5.919,China
1957,5.64,China
1958,6.235,China
1959,6.12,China
1960,5.761,China
1961,5.218,China
1962,6.34,China
1963,6.915,China
1964,7.492,China
1965,5.844,China
1966,7.111,China
1967,6.054,China
1968,5.497,China
1969,6.314,China
1970,5.2,China
1971,5.926,China
1972,6.6,China
1973,6.055,China
1974,6.94,China
1975,6.142,China
1976,6.179,China
1977,5.624,China
1978,6.534,China
1979,6.913,China
1980,6.196,China
1981,6.686,China
1982,6.403,China
1983,7.374,China
1984,7.383,China
1985,5.023,China
1986,5.945,China
1987,6.446,China
1988,6.366,China
1989,6.294,China
1990,7.137,China
1991,7.585,China
1992,7.265,China
1993,6.342,China
1994,6.001,China
1995,6.659,China
1996,7.114,China
1997,6.26,China
1998,8.001,China
1999,7.371,China
2000,7.449,China
2001,6.782,China
2002,7.297,China
2003,7.572,China
2004,6.492,China
2005,7.353,China
2006,6.77,China
2007,7.643,China
2008,7.844,China
2009,7.851,China
2010,7.287,China
2011,6.65,China
2012,6.806,China
2013,6.6,China
1743,9.472,Spain
1744,10.779,Spain
1745,13.678,Spain
1746,9.17,Spain
1751,13.489,Spain
1752,13.698,Spain
1753,10.771,Spain
1754,13.152,Spain
1755,13.221,Spain
1756,12.906,Spain
1757,13.255,Spain
1758,13.131,Spain
1759,11.907,Spain
1760,12.986,Spain
1761,12.465,Spain
1762,13.231,Spain
1763,13.11,Spain
1764,12.384,Spain
1765,13.1,Spain
1766,13.137,Spain
1767,13.006,Spain
1768,13.212,Spain
1769,12.454,Spain
1770,12.907,Spain
1771,12.756,Spain
1772,13.194,Spain
1773,13.622,Spain
1774,12.843,Spain
1775,13.516,Spain
1776,13.667,Spain
1777,13.11,Spain
1778,13.013,Spain
1779,13.295,Spain
1780,13.528,Spain
1781,13.946,Spain
1782,13.523,Spain
1783,12.474,Spain
1784,12.987,Spain
1785,12.827,Spain
1786,12.623,Spain
1787,13.012,Spain
1788,13.206,Spain
1789,13.622,Spain
1790,12.541,Spain
1791,13.221,Spain
1792,13.24,Spain
1793,13.262,Spain
1794,13.294,Spain
1795,13.183,Spain
1796,13.303,Spain
1797,13.049,Spain
1798,12.847,Spain
1799,13.286,Spain
1800,12.745,Spain
1801,13.553,Spain
1802,13.428,Spain
1803,13.524,Spain
1804,13.315,Spain
1805,13.754,Spain
1806,13.033,Spain
1807,13.446,Spain
1808,12.745,Spain
1809,12.315,Spain
1810,12.251,Spain
1811,11.96,Spain
1812,12.33,Spain
1813,12.142,Spain
1814,12.394,Spain
1815,12.019,Spain
1816,12.464,Spain
1817,11.852,Spain
1818,12.891,Spain
1819,13.333,Spain
1820,12.576,Spain
1821,12.427,Spain
1822,13.404,Spain
1823,13.191,Spain
1824,12.736,Spain
1825,13.163,Spain
1826,13.316,Spain
1827,13.105,Spain
1828,13.04,Spain
1829,13.359,Spain
1830,12.511,Spain
1831,12.998,Spain
1832,13.292,Spain
1833,12.736,Spain
1834,12.773,Spain
1835,13.72,Spain
1836,12.735,Spain
1837,12.823,Spain
1838,12.837,Spain
1839,12.789,Spain
1840,12.752,Spain
1841,12.607,Spain
1842,12.779,Spain
1843,12.883,Spain
1844,13.075,Spain
1845,12.888,Spain
1846,12.471,Spain
1847,13.524,Spain
1848,13.057,Spain
1849,12.726,Spain
1850,12.899,Spain
1851,13.322,Spain
1852,12.977,Spain
1853,13.583,Spain
1854,11.833,Spain
1855,13.026,Spain
1856,12.213,Spain
1857,13.442,Spain
1858,13.052,Spain
1859,13.262,Spain
1860,13.127,Spain
1861,12.511,Spain
1862,13.095,Spain
1863,12.925,Spain
1864,13.009,Spain
1865,13.509,Spain
1866,13.406,Spain
1867,13.219,Spain
1868,13.21,Spain
1869,13.839,Spain
1870,13.149,Spain
1871,13.419,Spain
1872,12.747,Spain
1873,12.719,Spain
1874,12.819,Spain
1875,13.069,Spain
1876,13.105,Spain
1877,13.117,Spain
1878,13.268,Spain
1879,12.974,Spain
1880,12.264,Spain
1881,12.838,Spain
1882,13.405,Spain
1883,12.776,Spain
1884,12.261,Spain
1885,12.693,Spain
1886,12.261,Spain
1887,12.538,Spain
1888,12.625,Spain
1889,12.221,Spain
1890,12.005,Spain
1891,12.259,Spain
1892,12.335,Spain
1893,12.62,Spain
1894,13.656,Spain
1895,12.751,Spain
1896,13.463,Spain
1897,12.659,Spain
1898,13.643,Spain
1899,13.28,Spain
1900,14.248,Spain
1901,13.268,Spain
1902,12.773,Spain
1903,12.828,Spain
1904,13.028,Spain
1905,13.349,Spain
1906,12.688,Spain
1907,13.107,Spain
1908,12.901,Spain
1909,13.235,Spain
1910,12.695,Spain
1911,12.635,Spain
1912,13.008,Spain
1913,12.697,Spain
1914,12.965,Spain
1915,12.998,Spain
1916,13.184,Spain
1917,12.95,Spain
1918,12.402,Spain
1919,13.17,Spain
1920,13.038,Spain
1921,13.342,Spain
1922,13.755,Spain
1923,12.856,Spain
1924,13.02,Spain
1925,13.062,Spain
1926,12.501,Spain
1927,13.782,Spain
1928,12.967,Spain
1929,13.349,Spain
1930,13.652,Spain
1931,13.249,Spain
1932,13.066,Spain
1933,12.773,Spain
1934,13.219,Spain
1935,12.752,Spain
1936,12.894,Spain
1937,12.983,Spain
1938,13.326,Spain
1939,13.488,Spain
1940,12.955,Spain
1941,13.251,Spain
1942,12.768,Spain
1943,13.331,Spain
1944,13.731,Spain
1945,13.272,Spain
1946,13.912,Spain
1947,12.925,Spain
1948,13.645,Spain
1949,14.15,Spain
1950,14.193,Spain
1951,13.451,Spain
1952,12.833,Spain
1953,13.364,Spain
1954,13.57,Spain
1955,12.934,Spain
1956,14.024,Spain
1957,12.437,Spain
1958,13.373,Spain
1959,13.286,Spain
1960,13.702,Spain
1961,13.302,Spain
1962,14.164,Spain
1963,13.235,Spain
1964,12.913,Spain
1965,13.524,Spain
1966,13.074,Spain
1967,13.503,Spain
1968,13.188,Spain
1969,13.445,Spain
1970,12.975,Spain
1971,13.044,Spain
1972,12.897,Spain
1973,12.465,Spain
1974,13.109,Spain
1975,12.594,Spain
1976,12.995,Spain
1977,13.098,Spain
1978,13.138,Spain
1979,13.295,Spain
1980,13.322,Spain
1981,13.222,Spain
1982,13.835,Spain
1983,13.656,Spain
1984,13.629,Spain
1985,13.27,Spain
1986,13.635,Spain
1987,13.093,Spain
1988,14.171,Spain
1989,13.771,Spain
1990,14.868,Spain
1991,14.456,Spain
1992,13.566,Spain
1993,13.48,Spain
1994,13.388,Spain
1995,13.764,Spain
1996,14.767,Spain
1997,13.823,Spain
1998,15.023,Spain
1999,14.298,Spain
2000,13.877,Spain
2001,13.812,Spain
2002,13.887,Spain
2003,14.18,Spain
2004,14.43,Spain
2005,13.929,Spain
2006,13.978,Spain
2007,14.541,Spain
2008,13.806,Spain
2009,13.682,Spain
2010,14.076,Spain
2011,13.947,Spain
2012,14.585,Spain
